Trace
Swept SA
A.08.55,N9000A
153640000,-102.317814812599
153660000,-102.760321730217
153680000,-102.306766404494
153700000,-102.445791712248
153720000,-102.830773154393
153740000,-102.652520254504
153760000,-102.007700627735
153780000,-102.64655571202
153800000,-102.234105908692
153820000,-102.422063553067
153840000,-103.591272536777
153860000,-101.805319223164
153880000,-102.800452829231
153900000,-101.836752289648
153920000,-102.272269960187
153940000,-101.629862444313
153960000,-103.137896025413
153980000,-102.993496905206
154000000,-102.134477786199
154020000,-102.762766540729
154040000,-101.838808526069
154060000,-102.414017310343
154080000,-102.240003278737
154100000,-102.344269049087
154120000,-102.946987891669
154140000,-101.590939712303
154160000,-101.867568701931
154180000,-102.27000030045
154200000,-102.496227680686
154220000,-101.942518754533
154240000,-101.880296241983
154260000,-102.451620552338
154280000,-102.397227359143
154300000,-102.421878361947
154320000,-101.448481449596
154340000,-102.706524245215
154360000,-102.111782369583
154380000,-102.751947955042
154400000,-101.992581122181
154420000,-102.742361179569
154440000,-102.238653832923
154460000,-103.204900247499
154480000,-102.047171631589
154500000,-102.729757792855
154520000,-101.780933979597
154540000,-102.192500485342
154560000,-102.785519647058
154580000,-102.53167444892
154600000,-101.52414476469
154620000,-102.183108948287
154640000,-102.654624274288
154660000,-101.745024786525
154680000,-101.967068457668
154700000,-101.979170108651
154720000,-101.311117010098
154740000,-102.0006190487
154760000,-102.5731569377
154780000,-102.795731487541
154800000,-101.541730085019
154820000,-102.776081813747
154840000,-102.18313195862
154860000,-101.482910041144
154880000,-102.785035105267
154900000,-102.327193958714
154920000,-103.456483323307
154940000,-101.978055874596
154960000,-101.422062867056
154980000,-102.208288583514
155000000,-102.216800040713
155020000,-102.114834601809
155040000,-102.008989550083
155060000,-102.900455862747
155080000,-102.853805682616
155100000,-102.104374555164
155120000,-102.932834039326
155140000,-102.372882554227
155160000,-102.371578821031
155180000,-101.76894503495
155200000,-101.978808542306
155220000,-102.644632404395
155240000,-102.723339314119
155260000,-101.781088399551
155280000,-101.834653909745
155300000,-102.113778309967
155320000,-101.443617142625
155340000,-102.274743678063
155360000,-102.060702581658
155380000,-102.567848763503
155400000,-102.537169060604
155420000,-102.839973555067
155440000,-102.305573263493
155460000,-102.136541014746
155480000,-102.349383310049
155500000,-102.042818098012
155520000,-102.85162035347
155540000,-101.927002109667
155560000,-101.304745380184
155580000,-102.343273204692
155600000,-102.399261415689
155620000,-103.091453266068
155640000,-102.056773882897
155660000,-102.219841150655
155680000,-102.78243237235
155700000,-101.248940456482
155720000,-101.983321187392
155740000,-102.76099172706
155760000,-102.569036619049
155780000,-102.55737514149
155800000,-101.994032297979
155820000,-101.864769334073
155840000,-102.169051897483
155860000,-101.880838243788
155880000,-102.395123653009
155900000,-102.590525598927
155920000,-102.744991839332
155940000,-102.003660663763
155960000,-102.461785045754
155980000,-102.538897628064
156000000,-102.709122079985
156020000,-102.44574062054
156040000,-101.572041727198
156060000,-101.799277044207
156080000,-102.677214946343
156100000,-103.074846588075
156120000,-102.302218714203
156140000,-102.647699628513
156160000,-101.72327619624
156180000,-102.212513678217
156200000,-102.866448749799
156220000,-102.074931738177
156240000,-101.853318880508
156260000,-102.501390004499
156280000,-102.219895323294
156300000,-102.823355137131
156320000,-101.616499053511
156340000,-102.343792619275
156360000,-102.22307853446
156380000,-103.397981442326
156400000,-102.106163546921
156420000,-102.156358957797
156440000,-102.338301224571
156460000,-101.953551483789
156480000,-101.785770385215
156500000,-102.548900018672
156520000,-102.468580594941
156540000,-102.141086089187
156560000,-102.456342716761
156580000,-102.076867623314
156600000,-102.283379400414
156620000,-102.446150070176
156640000,-101.518064737688
156660000,-102.416156376749
156680000,-102.864663485243
156700000,-103.284185260835
156720000,-102.855490396942
156740000,-102.303919511579
156760000,-102.233000406627
156780000,-102.424048483161
156800000,-102.0058160839
156820000,-102.010219441913
156840000,-103.244730335384
156860000,-102.306310044865
156880000,-101.926581634846
156900000,-102.028862044073
156920000,-102.058442960498
156940000,-102.227799719353
156960000,-101.618250923451
156980000,-102.560912817848
157000000,-101.733243980369
157020000,-101.742026704895
157040000,-101.782205622846
157060000,-101.969830808905
157080000,-101.952868994728
157100000,-102.330681743098
157120000,-102.416450636366
157140000,-101.878131066947
157160000,-102.184508338883
157180000,-102.526786126147
157200000,-102.647607784898
157220000,-101.998079832003
157240000,-102.273406990166
157260000,-101.996777095174
157280000,-102.33792135891
157300000,-102.358185903704
157320000,-102.215220288694
157340000,-102.213767944048
157360000,-101.122403073877
157380000,-102.074291593695
157400000,-102.224564857552
157420000,-101.941351674995
157440000,-101.329829207354
157460000,-102.142627895084
157480000,-102.664564607473
157500000,-102.181442322108
157520000,-102.130653762477
157540000,-102.218772106925
157560000,-101.976648606766
157580000,-101.991337502732
157600000,-101.999822316829
157620000,-101.781584272861
157640000,-102.362412963138
157660000,-101.954882210613
157680000,-102.487290519134
157700000,-101.290966257168
157720000,-102.209601511586
157740000,-102.245218077203
157760000,-101.680234496379
157780000,-102.337057063996
157800000,-101.316538599515
157820000,-101.986255530995
157840000,-102.225601384358
157860000,-101.206141049782
157880000,-102.053493266847
157900000,-101.056801751464
157920000,-102.925049085549
157940000,-102.55307294976
157960000,-101.964868671004
157980000,-102.302603691712
158000000,-102.212035863881
158020000,-102.496971304744
158040000,-102.132139029671
158060000,-102.634321698655
158080000,-101.48234944913
158100000,-101.977665472393
158120000,-102.08935483682
158140000,-101.67533487219
158160000,-101.560807555604
158180000,-101.946409664866
158200000,-102.300501634631
158220000,-101.731015900472
158240000,-101.883722903384
158260000,-102.239507994536
158280000,-102.345064880962
158300000,-102.555454312988
158320000,-101.692736786194
158340000,-102.376294607465
158360000,-102.44323129544
158380000,-101.731442618135
158400000,-102.340706153815
158420000,-101.544612394743
158440000,-101.488091740681
158460000,-101.508131346146
158480000,-102.308637571101
158500000,-101.14761582218
158520000,-101.680374240825
158540000,-102.560425465403
158560000,-101.513651102525
158580000,-101.526365496147
158600000,-101.579570775155
158620000,-101.877886962139
158640000,-101.833304512128
158660000,-101.517111849552
158680000,-100.334490226575
158700000,-101.329285774963
158720000,-101.258403088745
158740000,-101.435955724389
158760000,-101.688765604016
158780000,-101.540226153185
158800000,-101.102332309651
158820000,-100.990206558366
158840000,-101.517701735743
158860000,-101.104454400214
158880000,-100.485403228902
158900000,-100.92696471298
158920000,-101.119737220077
158940000,-100.666940701982
158960000,-101.422851723385
158980000,-100.888331255831
159000000,-100.839625608545
159020000,-101.003164134532
159040000,-100.855499178017
159060000,-100.867222024688
159080000,-100.773736795629
159100000,-101.547134573332
159120000,-100.567336293668
159140000,-100.929404544677
159160000,-100.858780637971
159180000,-100.822201070118
159200000,-100.597908442983
159220000,-100.672260421729
159240000,-100.860136255971
159260000,-101.075506840218
159280000,-100.121481149898
159300000,-100.215626665849
159320000,-100.056382989709
159340000,-101.080261040543
159360000,-100.53478436853
159380000,-100.321774948084
159400000,-100.453318668633
159420000,-100.459652405712
159440000,-99.7290607100821
159460000,-99.7139560785086
159480000,-98.5469540982898
159500000,-98.5486835495065
159520000,-98.6174030758358
159540000,-98.3967972208123
159560000,-97.590462407511
159580000,-95.7838421066197
159600000,-94.6801722787567
159620000,-94.4473749756631
159640000,-93.8052952530621
159660000,-95.6649580927714
159680000,-95.3735491644347
159700000,-94.2872683763703
159720000,-94.3159206333181
159740000,-94.2090521218216
159760000,-92.9993293890292
159780000,-93.4665084257879
159800000,-92.1477154236164
159820000,-92.9026989647498
159840000,-91.8538655160649
159860000,-91.1728620507152
159880000,-92.2502524964968
159900000,-91.5001891262322
159920000,-92.4417218956693
159940000,-91.5008026185655
159960000,-92.4628602694284
159980000,-81.4360950339385
160000000,-24.9993030465328
160020000,-79.9665526434104
160040000,-91.9861921452994
160060000,-92.4013416264961
160080000,-91.8572918923772
160100000,-90.8499083421498
160120000,-91.1049138051671
160140000,-92.0755544599594
160160000,-91.5417629421307
160180000,-92.166091946046
160200000,-91.3702668024984
160220000,-92.7659280354869
160240000,-93.3592440314764
160260000,-93.6033834361335
160280000,-94.3701961634769
160300000,-94.8626959449433
160320000,-95.1386592312271
160340000,-95.4672966620343
160360000,-94.7452914138395
160380000,-93.7849214381884
160400000,-95.6110550440255
160420000,-95.8492989509299
160440000,-98.0970234863804
160460000,-97.9670539330697
160480000,-98.1060934739233
160500000,-98.2621895707836
160520000,-98.9514150011422
160540000,-100.116156217603
160560000,-99.2164706341563
160580000,-99.6867726481397
160600000,-100.155562343901
160620000,-100.740443182031
160640000,-101.384447001411
160660000,-100.034279088189
160680000,-102.00709099654
160700000,-100.400887443082
160720000,-100.16422153985
160740000,-100.417799349813
160760000,-101.175994513429
160780000,-100.284315156556
160800000,-100.836012073107
160820000,-100.786852165402
160840000,-100.760794276695
160860000,-100.927406330597
160880000,-100.97233585768
160900000,-102.285098514891
160920000,-100.564378098209
160940000,-100.274080856727
160960000,-101.954531435678
160980000,-100.62084753486
161000000,-101.773503606408
161020000,-100.798689489815
161040000,-100.837482618018
161060000,-101.518853903878
161080000,-100.989994595198
161100000,-101.56836789101
161120000,-101.136956895372
161140000,-101.207345758795
161160000,-101.458718613388
161180000,-101.562712516607
161200000,-101.610292129525
161220000,-101.724874373573
161240000,-102.167320914629
161260000,-101.010160283428
161280000,-101.112565246186
161300000,-101.290345208195
161320000,-101.923340713542
161340000,-101.667498928969
161360000,-101.547532045312
161380000,-101.456002051921
161400000,-101.984178908742
161420000,-101.614449097699
161440000,-101.493713965779
161460000,-102.267191981249
161480000,-101.604622826346
161500000,-102.070311732679
161520000,-101.632001491911
161540000,-101.320875624045
161560000,-101.36187924765
161580000,-101.775952728061
161600000,-101.575345556822
161620000,-101.836499937928
161640000,-101.790577128125
161660000,-102.140723204572
161680000,-101.575963277628
161700000,-102.91953702667
161720000,-101.917000906985
161740000,-102.307836673276
161760000,-101.585795775893
161780000,-101.894614898065
161800000,-101.024317961402
161820000,-101.609979541189
161840000,-101.933520805248
161860000,-102.257729457608
161880000,-102.148641778718
161900000,-101.973106682709
161920000,-102.154046662792
161940000,-102.601843390594
161960000,-101.699279326449
161980000,-102.127345195842
162000000,-102.124759323439
162020000,-101.871084109972
162040000,-101.765916204029
162060000,-102.401452248616
162080000,-101.429202148689
162100000,-102.033394869945
162120000,-102.310578660684
162140000,-102.571696577032
162160000,-101.442971301346
162180000,-101.77963747506
162200000,-101.945233792454
162220000,-102.156473834298
162240000,-101.445219720677
162260000,-101.423447379961
162280000,-102.033190660575
162300000,-100.843330439675
162320000,-102.20739110133
162340000,-101.86852228201
162360000,-101.722019583407
162380000,-101.904471257642
162400000,-102.518892563934
162420000,-102.51573364389
162440000,-101.74516186251
162460000,-102.167804928951
162480000,-102.112061022272
162500000,-102.369287486262
162520000,-102.169233366553
162540000,-102.295955061185
162560000,-102.36562965819
162580000,-102.2631329579
162600000,-102.793877980881
162620000,-101.333527499896
162640000,-101.730338931853
162660000,-101.686751582173
162680000,-102.218906686202
162700000,-102.432582259196
162720000,-102.278047672492
162740000,-101.359437116451
162760000,-102.820571783443
162780000,-101.959145137192
162800000,-101.454183230557
162820000,-101.885983327619
162840000,-102.285649365392
162860000,-102.826163088231
162880000,-102.842639501131
162900000,-102.239022343959
162920000,-102.054064746402
162940000,-102.635776223371
162960000,-102.269397780669
162980000,-103.653742149121
163000000,-103.115279742984
163020000,-102.136234183242
163040000,-102.300260058942
163060000,-101.58945909234
163080000,-102.535531205338
163100000,-102.890525177715
163120000,-102.523502142822
163140000,-102.669382281726
163160000,-102.347180796566
163180000,-102.498003816144
163200000,-102.614316260776
163220000,-102.325683291496
163240000,-102.338575167552
163260000,-101.974571315734
163280000,-101.751248864539
163300000,-102.189831187588
163320000,-102.195506621505
163340000,-101.952950239579
163360000,-102.646428096338
163380000,-102.269520346678
163400000,-103.108666366314
163420000,-102.067035883816
163440000,-101.77393293432
163460000,-102.482631917265
163480000,-102.407538806291
163500000,-101.636980996001
163520000,-102.220978970524
163540000,-101.204774983586
163560000,-102.57729003228
163580000,-101.765826050502
163600000,-102.417668879856
163620000,-102.24233938182
163640000,-101.963342015415
163660000,-102.515911378829
163680000,-102.472059268613
163700000,-102.321330258851
163720000,-102.152386200702
163740000,-102.078008089605
163760000,-101.494921656373
163780000,-102.980678149
163800000,-102.384517780136
163820000,-101.919409029556
163840000,-101.795969259383
163860000,-102.355694352504
163880000,-102.43785052252
163900000,-102.325417894723
163920000,-102.550820915624
163940000,-102.581732611235
163960000,-102.146189729744
163980000,-103.154775762315
164000000,-102.053498487453
164020000,-102.513800905153
164040000,-102.278570719544
164060000,-102.392416680033
164080000,-101.255574049971
164100000,-102.386365687785
164120000,-101.354048814131
164140000,-101.728330586545
164160000,-102.736745968449
164180000,-102.3914487159
164200000,-102.439268327782
164220000,-101.90498487747
164240000,-101.68227472523
164260000,-102.310378262536
164280000,-102.613525727521
164300000,-101.908680960169
164320000,-102.25140127863
164340000,-102.698581714142
164360000,-102.174034257579
164380000,-101.878720040329
164400000,-102.623162914511
164420000,-102.389156706001
164440000,-102.033544079735
164460000,-102.258000738802
164480000,-101.909782465637
164500000,-102.144511158043
164520000,-102.213717257297
164540000,-101.776318407636
164560000,-102.329213297104
164580000,-102.357574681794
164600000,-102.144193575509
164620000,-101.516607593787
164640000,-102.101553080355
164660000,-101.433644201726
164680000,-101.305738181506
164700000,-102.528761040559
164720000,-102.488367827497
164740000,-102.641101793257
164760000,-101.635514055276
164780000,-102.496177098144
164800000,-101.663296091081
164820000,-102.301694655048
164840000,-101.88033329162
164860000,-102.54322166788
164880000,-102.341777015218
164900000,-102.473050694989
164920000,-102.666829840241
164940000,-101.798947624713
164960000,-102.408238378199
164980000,-102.205226407088
165000000,-101.655720359359
165020000,-101.000133904963
165040000,-101.546096009227
165060000,-102.481238241261
165080000,-102.548434509042
165100000,-101.784906069032
165120000,-102.049830811678
165140000,-101.246983043727
165160000,-102.20954928267
165180000,-102.122420084055
165200000,-101.739563575869
165220000,-101.388190402557
165240000,-101.905203083761
165260000,-101.891629402191
165280000,-102.265692322311
165300000,-102.051893967784
165320000,-102.32114438426
165340000,-101.281905536747
165360000,-102.56144072369
165380000,-102.221268223341
165400000,-102.857651047972
165420000,-101.777685274138
165440000,-101.509020077232
165460000,-102.731856638198
165480000,-101.77447293754
165500000,-102.243758027544
165520000,-102.463568614924
165540000,-101.654316379246
165560000,-101.549922861142
165580000,-101.952241185573
165600000,-102.069771554871
165620000,-102.55156300443
165640000,-102.522945250884
165660000,-102.206536194629
165680000,-101.93642863866
165700000,-101.820498703599
165720000,-101.894496934951
165740000,-102.595609951616
165760000,-101.98582205635
165780000,-101.541033704321
165800000,-101.880141731974
165820000,-101.685643762217
165840000,-102.463892882725
165860000,-101.73058441755
165880000,-102.269034997837
165900000,-101.976731678818
165920000,-103.074221962173
165940000,-101.792870198527
165960000,-101.69326134396
165980000,-101.807027299014
166000000,-102.331556393406
166020000,-102.3620457347
166040000,-102.0937352668
166060000,-102.0022544368
166080000,-100.987556345789
166100000,-101.185504827205
166120000,-101.983314641692
166140000,-102.312369814021
166160000,-101.596016147968
166180000,-102.822849918954
166200000,-102.428071161258
166220000,-102.449579198599
166240000,-102.827315036532
166260000,-101.912095735804
166280000,-101.357730253905
166300000,-101.788785772999
166320000,-103.098179568638
166340000,-102.017929401985
166360000,-102.376098042559
166380000,-101.603654380464
166400000,-101.217725275813
166420000,-102.069598371419
166440000,-102.514043923661
166460000,-102.102483737031
166480000,-101.810146418715
166500000,-101.870172672034
166520000,-102.624980507377
166540000,-102.576792496214
166560000,-102.142672869099
166580000,-102.194936806028
166600000,-102.789490984639
166620000,-102.023568200118
166640000,-101.704220805971
166660000,-102.159881272006
166680000,-102.493903022425
166700000,-102.220488512211
166720000,-101.835225644983
166740000,-100.809992791387
166760000,-101.583577157018
166780000,-102.990941778594
166800000,-102.103192731609
166820000,-101.82314915579
166840000,-102.21602731885
166860000,-102.12087094772
166880000,-102.641805782753
166900000,-101.217808256808
166920000,-102.635965833312
166940000,-102.655641297772
166960000,-100.844962026971
166980000,-102.915699474423
167000000,-102.246459983693
167020000,-102.113508035611
167040000,-102.908330648108
167060000,-102.375535940841
167080000,-102.074022806501
167100000,-102.120847675311
167120000,-102.412304931474
167140000,-102.568919202355
167160000,-101.873384374085
167180000,-101.691660917453
167200000,-101.962523828337
167220000,-101.278705691246
167240000,-102.778780825804
167260000,-102.266342686284
167280000,-101.658981583459
167300000,-101.970919315066
167320000,-103.405585348092
167340000,-102.411882461296
167360000,-101.613639699424
167380000,-102.160683275864
167400000,-101.586953325376
167420000,-102.774678409288
167440000,-101.951407109424
167460000,-102.807864737734
167480000,-102.609190145672
167500000,-102.153010017538
167520000,-101.734016926796
167540000,-102.424470101064
167560000,-102.193122924604
167580000,-102.059198303473
167600000,-100.998505379633
167620000,-102.173319410031
167640000,-102.240658400498
167660000,-101.567458737625
167680000,-101.832214239183
167700000,-101.574995513341
167720000,-102.301301347631
167740000,-101.928233004449
167760000,-102.314040473966
167780000,-102.690369144903
167800000,-102.034116125981
167820000,-102.192698384
167840000,-102.116166602314
167860000,-102.586046870027
167880000,-102.635895792478
167900000,-102.144442884693
167920000,-102.324308742193
167940000,-101.817135958403
167960000,-101.673104575417
167980000,-102.265228469057
168000000,-103.011073105775
168020000,-102.332354146128
168040000,-102.498954408881
168060000,-101.299673390971
168080000,-101.904809689046
168100000,-101.340694432013
168120000,-101.944567784074
168140000,-102.061847064314
168160000,-101.891488296946
168180000,-102.375866617872
168200000,-101.743370424633
168220000,-101.398439653163
168240000,-103.016306136615
168260000,-102.771861570024
168280000,-102.897596784116
168300000,-102.033899625474
168320000,-102.349213958076
168340000,-102.567815503631
168360000,-101.767268745212
168380000,-102.044969458011
168400000,-102.273727029263
168420000,-101.877257415622
168440000,-102.163680233014
168460000,-102.441829836977
168480000,-101.801664299021
168500000,-101.735180591557
168520000,-101.88953763021
168540000,-102.385629177778
168560000,-102.085745041836
168580000,-102.264789241196
168600000,-101.755443028109
168620000,-102.184720158211
168640000,-102.179372116849
168660000,-101.889202743372
168680000,-102.305904595835
168700000,-101.806995159715
168720000,-102.069875723323
168740000,-102.059582866763
168760000,-102.209090078792
168780000,-102.526723959959
168800000,-102.068871661772
168820000,-102.289040564798
168840000,-102.505687845768
168860000,-101.958255737668
168880000,-101.670568481849
168900000,-102.028302209774
168920000,-101.795991883701
168940000,-101.51150587277
168960000,-102.062721679534
168980000,-102.187019714732
169000000,-102.747364239771
169020000,-102.372518011864
169040000,-102.095525199534
169060000,-101.992342673419
169080000,-102.812593860186
169100000,-103.261954491794
169120000,-101.790404367052
169140000,-102.213664603163
169160000,-102.302446293256
169180000,-102.294629794899
169200000,-102.068567776964
169220000,-102.017578262997
169240000,-101.982103171601
169260000,-102.070561657561
169280000,-102.580394557149
169300000,-101.487611167249
169320000,-102.212573928494
169340000,-102.334519328238
169360000,-101.670871195092
169380000,-102.297566088539
169400000,-102.618375148751
169420000,-102.214924717913
169440000,-101.676205651533
169460000,-102.274978044366
169480000,-102.132313144501
169500000,-102.15978686483
169520000,-101.395827246196
169540000,-102.600826007977
169560000,-102.149778535803
169580000,-101.652683768339
169600000,-102.457713214755
169620000,-102.144762355106
169640000,-101.582466953951
169660000,-102.620983571086
169680000,-102.09206075132
169700000,-102.778186465043
169720000,-101.570002378875
169740000,-102.178699202508
169760000,-102.045825620433
169780000,-101.892280031464
169800000,-101.288461300823
169820000,-102.607696662405
169840000,-102.229503812746
169860000,-101.709751075175
169880000,-102.246554759842
169900000,-102.300561300786
169920000,-102.175995256309
169940000,-101.948430200234
169960000,-101.445955600896
169980000,-102.343293468639
170000000,-101.921014172755
