Trace
Swept SA
A.08.55,N9000A
503 ,01
Segment,0
Number of Points,1001
Sweep Time,2.0272666666
Start Frequency,10000000
Stop Frequency,30000000
Average Count,0
Average Type,Power(RMS)
RBW,10000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,1000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,AC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,Average
Detector,Average
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
10000000,-100.094799662402
10020000,-100.080589735139
10040000,-99.9384805315871
10060000,-99.9493666474611
10080000,-99.926369393872
10100000,-99.9683589222865
10120000,-100.081049346364
10140000,-99.9765184006723
10160000,-99.8039813993361
10180000,-99.8990699420215
10200000,-99.7511763475272
10220000,-100.040323863781
10240000,-99.9101781667587
10260000,-100.02060714739
10280000,-100.018417301969
10300000,-99.9824621914273
10320000,-99.9670606530529
10340000,-100.043916955796
10360000,-99.9946913876096
10380000,-99.6964339165755
10400000,-99.8907900901523
10420000,-100.072501736925
10440000,-100.147494743368
10460000,-100.168255045154
10480000,-100.137603371615
10500000,-100.015089541557
10520000,-99.8396777362608
10540000,-99.8044516153151
10560000,-100.019516887172
10580000,-99.9938363252168
10600000,-100.008775989508
10620000,-99.9708451257594
10640000,-100.032038225503
10660000,-100.011898665105
10680000,-100.010358246768
10700000,-100.152492943812
10720000,-100.05397044669
10740000,-99.8449015530022
10760000,-99.8473400301454
10780000,-100.1154584054
10800000,-99.9024526902808
10820000,-100.088921172211
10840000,-99.8637091803852
10860000,-99.7583433656828
10880000,-99.9237370107699
10900000,-100.182930625851
10920000,-100.166706130981
10940000,-100.009274677421
10960000,-100.178986327865
10980000,-100.042253823159
11000000,-99.8353315530253
11020000,-100.041221213063
11040000,-100.029289635941
11060000,-99.8869229528021
11080000,-100.209491734099
11100000,-100.058659795399
11120000,-100.207981006994
11140000,-100.171676952892
11160000,-100.235696363139
11180000,-100.078225661352
11200000,-100.012826572744
11220000,-100.036927246527
11240000,-100.207628420463
11260000,-100.107148366673
11280000,-100.294413108504
11300000,-99.9750414701134
11320000,-99.9370847904829
11340000,-100.123817051917
11360000,-100.190134802567
11380000,-100.158270553555
11400000,-99.9037900174156
11420000,-100.012094161943
11440000,-99.9372963185988
11460000,-100.057250615353
11480000,-100.141963074208
11500000,-100.000544161585
11520000,-100.153486216525
11540000,-100.042813809272
11560000,-100.048566891995
11580000,-100.132142368615
11600000,-100.03040506408
11620000,-100.360601221703
11640000,-100.090193696321
11660000,-100.08041922968
11680000,-100.111589440907
11700000,-100.014407400683
11720000,-99.9267695366954
11740000,-100.076131830376
11760000,-99.9082045289363
11780000,-99.8336294776354
11800000,-100.189930975498
11820000,-100.062200855811
11840000,-100.043372863867
11860000,-100.195405011572
11880000,-100.028141590127
11900000,-100.147979494817
11920000,-100.006620923256
11940000,-99.9976563697452
11960000,-100.151996865392
11980000,-100.126427409869
12000000,-100.156230368464
12020000,-100.00592914547
12040000,-100.013288846598
12060000,-99.9720858275028
12080000,-100.077407449898
12100000,-100.193709632475
12120000,-100.182983093535
12140000,-99.9265018870833
12160000,-99.9699133463982
12180000,-100.172531628637
12200000,-100.06779316861
12220000,-100.14604923664
12240000,-100.196046651504
12260000,-100.261868198088
12280000,-99.8805725520714
12300000,-100.222682679196
12320000,-100.095825948859
12340000,-99.9990916741032
12360000,-99.8680670142144
12380000,-99.8941068575179
12400000,-99.9889708593881
12420000,-100.153117531047
12440000,-100.067613514516
12460000,-100.259673894508
12480000,-100.371947237678
12500000,-99.962615000744
12520000,-100.152020390476
12540000,-100.053628239279
12560000,-100.111389147158
12580000,-100.25973926712
12600000,-100.164100637653
12620000,-100.086473447348
12640000,-100.08965483642
12660000,-100.249399925581
12680000,-100.09331852036
12700000,-100.162726740467
12720000,-100.050258873546
12740000,-100.419844963701
12760000,-100.123132189508
12780000,-100.192299207529
12800000,-100.094704357931
12820000,-99.9684425373766
12840000,-99.9108867668497
12860000,-100.023402721925
12880000,-100.023261841086
12900000,-99.9604178019795
12920000,-100.150025668399
12940000,-100.277902132036
12960000,-99.8971908897413
12980000,-100.044167086198
13000000,-100.229165635034
13020000,-100.092103746105
13040000,-100.043197242192
13060000,-100.200206238213
13080000,-100.139234610845
13100000,-99.9566574679342
13120000,-99.9796052474189
13140000,-99.9341611917456
13160000,-100.191356632369
13180000,-100.23219954504
13200000,-99.9694301304409
13220000,-100.300077610198
13240000,-100.400483580279
13260000,-100.024187562557
13280000,-100.054023054348
13300000,-100.155822691672
13320000,-99.8922842629796
13340000,-100.025604957859
13360000,-100.028041495348
13380000,-99.9793358211687
13400000,-100.212416488356
13420000,-100.19060942946
13440000,-100.187042911616
13460000,-100.053479623534
13480000,-100.168061090443
13500000,-100.103950287566
13520000,-100.046795705496
