Trace
Swept SA
A.14.62,N9000A
498563600,-81.7650927846404
498568640,-82.2887012759717
498573680,-81.9916177577285
498578720,-82.0327061097481
498583760,-82.121688625694
498588800,-81.6884467145663
498593840,-81.6560913119828
498598880,-81.861155800538
498603920,-82.2870343226384
498608960,-81.7509273283147
498614000,-81.6541973833421
498619040,-81.6889790781972
498624080,-81.3936008706648
498629120,-82.1458434751129
498634160,-82.2038385557073
498639200,-82.475707625803
498644240,-82.0060427287353
498649280,-82.0355419577628
498654320,-82.1468570090792
498659360,-81.5903411482329
498664400,-81.946703109319
498669440,-82.1996041444667
498674480,-81.8707304614262
498679520,-81.6851015212027
498684560,-82.2231991768701
498689600,-82.0000484423811
498694640,-81.9995260185822
498699680,-82.3188014561586
498704720,-82.1253183315264
498709760,-82.2555989894035
498714800,-82.1823602897335
498719840,-81.9245152422825
498724880,-81.6740461413833
498729920,-81.7925101826038
498734960,-81.5882786988162
498740000,-82.0290652087182
498745040,-82.1080638501341
498750080,-82.1141115132288
498755120,-81.8854190837751
498760160,-81.71953098005
498765200,-82.045325017575
498770240,-82.2535032259862
498775280,-82.0904894324258
498780320,-81.7604451158884
498785360,-82.0650826565915
498790400,-81.8725472832188
498795440,-81.9221682717873
498800480,-82.025394376821
498805520,-82.0534112089896
498810560,-82.0611279616199
498815600,-82.3644687442715
498820640,-82.8539708381211
498825680,-81.4034992054078
498830720,-80.9924379330507
498835760,-81.4051367742679
498840800,-82.6306389713852
498845840,-82.4407674985292
498850880,-82.3747197849413
498855920,-81.9185499171335
498860960,-82.246928224939
498866000,-82.2072020519813
498871040,-82.0552689035395
498876080,-81.7700318164928
498881120,-81.498478307458
498886160,-81.6940443691364
498891200,-81.6621315007662
498896240,-81.9542883022455
498901280,-82.0492611378756
498906320,-82.0399747604502
498911360,-82.0214367172968
498916400,-82.3899528365543
498921440,-81.7774872826242
498926480,-81.6550463877456
498931520,-81.3399146334227
498936560,-81.6441579660872
498941600,-82.0216305723375
498946640,-81.2397790899032
498951680,-80.7222571535838
498956720,-80.9561412250427
498961760,-81.8696656280816
498966800,-81.4810189678716
498971840,-81.1642652030314
498976880,-80.9325918818107
498981920,-80.8766729905882
498986960,-80.9414626167552
498992000,-80.5891793459006
498997040,-80.1941127198725
499002080,-79.8481005758179
499007120,-79.6341612297577
499012160,-79.5395359591388
499017200,-79.3108753504209
499022240,-78.7383730696177
499027280,-77.8975795504322
499032320,-77.8758956965826
499037360,-77.4440558083753
499042400,-76.8264691861331
499047440,-75.9917885715409
499052480,-75.4922700544458
499057520,-75.1422116844514
499062560,-74.6264536930447
499067600,-74.0479981439338
499072640,-73.4311348663688
499077680,-72.7558606274741
499082720,-72.208100830318
499087760,-71.5781510179679
499092800,-70.8915914322597
499097840,-70.2625912639821
499102880,-69.7210179327794
499107920,-69.1511831321455
499112960,-68.4657226378354
499118000,-67.9406448394364
499123040,-67.3761439706516
499128080,-66.8360903730269
499133120,-66.2696709304646
499138160,-65.7058256580865
499143200,-65.1004293502593
499148240,-64.586866140345
499153280,-64.0132075599958
499158320,-63.5117240128266
499163360,-62.9735769555005
499168400,-62.3670726650281
499173440,-61.8636704386635
499178480,-61.3616524489317
499183520,-60.8758784536759
499188560,-60.328054083282
499193600,-59.8496761378605
499198640,-59.3240105665947
499203680,-58.8594949595662
499208720,-58.3092175535872
499213760,-57.8539457216268
499218800,-57.4043393812453
499223840,-56.8802217451641
499228880,-56.4688756769274
499233920,-55.955031010877
499238960,-55.5374145249422
499244000,-55.03599481314
499249040,-54.6174289485215
499254080,-54.193238112151
499259120,-53.7371659819057
499264160,-53.3048276249112
499269200,-52.8817529034379
499274240,-52.4382160110964
499279280,-52.0150273035271
499284320,-51.6165847706272
499289360,-51.1944172843783
499294400,-50.7926248473023
499299440,-50.4005248684658
499304480,-49.9901220270524
499309520,-49.5851483031213
499314560,-49.2047883029358
499319600,-48.8276696757076
499324640,-48.4301892680731
499329680,-48.0481277027331
499334720,-47.6887351517116
499339760,-47.3168802041467
499344800,-46.9410782722247
499349840,-46.5979500724131
499354880,-46.2313851972476
499359920,-45.8685172043998
499364960,-45.5300418981118
499370000,-45.1790586900484
499375040,-44.8352646857768
499380080,-44.5039921837554
499385120,-44.1644485578172
499390160,-43.820445055776
499395200,-43.5084466808918
499400240,-43.1740702077797
499405280,-42.852419038793
499410320,-42.5462738981022
499415360,-42.2193696987395
499420400,-41.9144929628056
499425440,-41.6096561620747
499430480,-41.3060799206871
499435520,-40.9922375133518
499440560,-40.7105372542123
499445600,-40.4162014166327
499450640,-40.1257272038222
499455680,-39.8355810755028
499460720,-39.5585099471153
499465760,-39.2755948079699
499470800,-38.9957489821547
499475840,-38.7288680395558
499480880,-38.4611601695347
499485920,-38.1868196867669
499490960,-37.920050526655
499496000,-37.6666845221328
499501040,-37.4085181999703
499506080,-37.1514921153441
499511120,-36.9005691019878
499516160,-36.6541577652919
499521200,-36.4062182014613
499526240,-36.1669862207938
499531280,-35.921847642439
499536320,-35.6874721849137
499541360,-35.4534156354559
499546400,-35.2237611123079
499551440,-34.9890674257762
499556480,-34.7722702312153
499561520,-34.5502701302167
499566560,-34.3312815211179
499571600,-34.1110085529823
499576640,-33.9011216599947
499581680,-33.6931547555211
499586720,-33.4883022974323
499591760,-33.278789369025
499596800,-33.0742915693472
499601840,-32.8750921165018
499606880,-32.6821287737842
499611920,-32.49070406544
499616960,-32.2968696142553
499622000,-32.1114373292664
499627040,-31.9201276903174
499632080,-31.7412140418269
499637120,-31.5617360235979
499642160,-31.3839585027102
499647200,-31.2113732082012
499652240,-31.0346681850477
499657280,-30.8682939804402
499662320,-30.7015239774471
499667360,-30.5379844909471
499672400,-30.3762014807303
499677440,-30.2185504066186
499682480,-30.0617269025691
499687520,-29.9077327148993
499692560,-29.7587702665627
499697600,-29.6087021724616
499702640,-29.4631962498427
499707680,-29.3222527483948
499712720,-29.1816594686846
499717760,-29.0425168566847
499722800,-28.9059385655678
499727840,-28.7747509351719
499732880,-28.6470127559035
499737920,-28.5184168309411
499742960,-28.3901193173633
499748000,-28.2693396422282
499753040,-28.1483038538657
499758080,-28.0264163653761
499763120,-27.9125829434549
499768160,-27.8021177547805
499773200,-27.6907578166233
499778240,-27.5826242681191
499783280,-27.4794728398604
499788320,-27.3742218399225
499793360,-27.2712449981249
499798400,-27.1734754149456
499803440,-27.0799723756531
499808480,-26.9858156368301
499813520,-26.8960115146439
499818560,-26.8073901261087
499823600,-26.7220543694111
499828640,-26.6379366010648
499833680,-26.5574728406616
499838720,-26.4797893062139
499843760,-26.4035749471936
499848800,-26.3273728029007
499853840,-26.255344844508
499858880,-26.1873430942153
499863920,-26.1210433536766
499868960,-26.0543501643558
499874000,-25.9921842032245
499879040,-25.9333772280061
499884080,-25.8774604948103
499889120,-25.8216269454626
499894160,-25.7689782984616
499899200,-25.7177128743261
499904240,-25.6703363012479
499909280,-25.6248675019232
499914320,-25.5823170941299
499919360,-25.5417424977817
499924400,-25.502907480566
499929440,-25.466572274451
499934480,-25.4333131068382
499939520,-25.400618908077
499944560,-25.3722091826706
499949600,-25.3462614033938
499954640,-25.3225241227657
499959680,-25.2999517841882
499964720,-25.2797613981526
499969760,-25.2620264939723
499974800,-25.2465822037286
499979840,-25.2341343599693
499984880,-25.223982758169
499989920,-25.2158811859075
499994960,-25.2101770396466
500000000,-25.2061933482392
500005040,-25.2051389728014
500010080,-25.2081151218554
500015120,-25.2121944959301
500020160,-25.2179618883838
500025200,-25.225802962085
500030240,-25.2358960623097
500035280,-25.2489506951115
500040320,-25.2646481805445
500045360,-25.2834603826201
500050400,-25.3025483447619
500055440,-25.3255681126957
500060480,-25.3501317395103
500065520,-25.378099400351
500070560,-25.4077346558793
500075600,-25.4381115393672
500080640,-25.4717436189816
500085680,-25.5093994881949
500090720,-25.5478811818661
500095760,-25.5882978905055
500100800,-25.6329523828559
500105840,-25.680453889801
500110880,-25.7301378224098
500115920,-25.7797408946944
500120960,-25.8323439210504
500126000,-25.8885674642106
500131040,-25.9445815458931
500136080,-26.00419495534
500141120,-26.0674017992047
500146160,-26.1333601111512
500151200,-26.2019371445154
500156240,-26.2699902160014
500161280,-26.3419436661009
500166320,-26.419487967374
500171360,-26.4948895221928
500176400,-26.5755530971564
500181440,-26.6560768460985
500186480,-26.7400306848212
500191520,-26.8264131987167
500196560,-26.9163503986948
500201600,-27.0061681060237
500206640,-27.1025926089548
500211680,-27.1988408969042
500216720,-27.2963424643095
500221760,-27.3979073858348
500226800,-27.503666903528
500231840,-27.6089558937623
500236880,-27.7170478525952
500241920,-27.8287694427007
500246960,-27.9406927135707
500252000,-28.0557641149242
500257040,-28.1744446417998
500262080,-28.2966573985224
500267120,-28.4214068268614
500272160,-28.5477004249045
500277200,-28.6774543291532
500282240,-28.8088262429783
500287280,-28.9409391423808
500292320,-29.077826944846
500297360,-29.21799424828
500302400,-29.3606195247713
500307440,-29.5045820955866
500312480,-29.6499771926816
500317520,-29.798409811532
500322560,-29.9503688130728
500327600,-30.1032206836427
500332640,-30.2610086263352
500337680,-30.4214225873566
500342720,-30.5838838574646
500347760,-30.7498564640355
500352800,-30.9173150122933
500357840,-31.0821764099558
500362880,-31.2576562123713
500367920,-31.4323585871975
500372960,-31.614738160999
500378000,-31.7947447314985
500383040,-31.9726495789382
500388080,-32.1660168312875
500393120,-32.3536721758023
500398160,-32.5480156162568
500403200,-32.7381367070312
500408240,-32.9400078885396
500413280,-33.1390831593205
500418320,-33.3438091891859
500423360,-33.5506539477008
500428400,-33.7600912250646
500433440,-33.9686816407311
500438480,-34.1818011744866
500443520,-34.4002946515732
500448560,-34.6202262678361
500453600,-34.8482350053211
500458640,-35.0670470313549
500463680,-35.3010560251301
500468720,-35.536946973373
500473760,-35.7713176191039
500478800,-36.0063069682944
500483840,-36.2464193226645
500488880,-36.4961931667774
500493920,-36.7402358426453
500498960,-36.9868306365674
500504000,-37.2435675232242
500509040,-37.5012016224904
500514080,-37.7576801951225
500519120,-38.0182740330151
500524160,-38.2938854041618
500529200,-38.554522795752
500534240,-38.8337123295824
500539280,-39.1023511253909
500544320,-39.3903964048527
500549360,-39.6643716255402
500554400,-39.9537946398871
500559440,-40.2388280016829
500564480,-40.5384335511892
500569520,-40.8272205032973
500574560,-41.1218625161096
500579600,-41.4314629692094
500584640,-41.7342264788837
500589680,-42.0482449590194
500594720,-42.3551297701601
500599760,-42.6809130116163
500604800,-42.9968072045806
500609840,-43.3180835116334
500614880,-43.6546879417421
500619920,-43.9696076408074
500624960,-44.3083367002638
500630000,-44.6624170530577
500635040,-44.9784435466527
500640080,-45.3477058816514
500645120,-45.6860946200695
500650160,-46.0317110988457
500655200,-46.4045581296149
500660240,-46.7606267508405
500665280,-47.117191773779
500670320,-47.4892715696928
500675360,-47.8701984996145
500680400,-48.2434653795596
500685440,-48.629789946752
500690480,-49.015258283631
500695520,-49.3978028071988
500700560,-49.8011294278854
500705600,-50.1869189072996
500710640,-50.6082185096672
500715680,-51.0057605190668
500720720,-51.4228737050433
500725760,-51.8356627567194
500730800,-52.2526903434319
500735840,-52.6862978363107
500740880,-53.1008828636939
500745920,-53.5524415545327
500750960,-53.9952548718369
500756000,-54.4177578989599
500761040,-54.8734843005342
500766080,-55.3462183107399
500771120,-55.7818845702029
500776160,-56.2625107463069
500781200,-56.7554688498672
500786240,-57.1877384297029
500791280,-57.6976766692072
500796320,-58.1664775882526
500801360,-58.662273484545
500806400,-59.1560865116261
500811440,-59.662036921964
500816480,-60.1465369276808
500821520,-60.6732626976744
500826560,-61.2033698643448
500831600,-61.7076825797344
500836640,-62.2635004823167
500841680,-62.7328765914341
500846720,-63.2513545607317
500851760,-63.8965732821303
500856800,-64.4147545874823
500861840,-64.9381237925145
500866880,-65.524760170282
500871920,-66.0763484455013
500876960,-66.6608948669953
500882000,-67.2624680802586
500887040,-67.7954563199874
500892080,-68.3007226421847
500897120,-68.9566138219241
500902160,-69.5632499839058
500907200,-70.10711639405
500912240,-70.7117968223648
500917280,-71.2676428357551
500922320,-72.0078969985782
500927360,-72.5455477664429
500932400,-73.0623220866371
500937440,-73.5806697074849
500942480,-74.2843101648125
500947520,-74.8735718823974
500952560,-75.5837399400745
500957600,-76.144955099997
500962640,-76.6654148952924
500967680,-76.9621095984862
500972720,-77.7369602549334
500977760,-78.0812785546348
500982800,-78.4390179757118
500987840,-78.9417262702876
500992880,-79.4744482514186
500997920,-80.1833528400019
501002960,-80.3641585132322
501008000,-80.4302364028848
501013040,-80.6011276797681
501018080,-80.6796553285186
501023120,-81.2051931524584
501028160,-80.9535309092373
501033200,-81.4552364052747
501038240,-81.7216799852398
501043280,-81.7870294783186
501048320,-81.6913894895331
501053360,-81.9366292037184
501058400,-81.7285831884257
501063440,-81.6201734810128
501068480,-81.8578530426495
501073520,-81.824692639407
501078560,-81.780852492322
501083600,-81.9069711742999
501088640,-82.2423482319873
501093680,-81.7034417094207
501098720,-81.7631768354767
501103760,-81.8218989156554
501108800,-81.5293019737818
501113840,-81.0550241373689
501118880,-81.3571663603873
501123920,-81.9134954608681
501128960,-81.9528531380006
501134000,-81.9580248643524
501139040,-81.7753995844315
501144080,-81.7800134685212
501149120,-81.6437372724161
501154160,-81.6245688367409
501159200,-81.6630629736329
501164240,-81.7144367490949
501169280,-81.8114233520918
501174320,-81.6516422311346
501179360,-81.944758717961
501184400,-81.6532016156272
501189440,-81.9374954164376
501194480,-81.3608111988713
501199520,-81.7192245921241
501204560,-82.361437203212
501209600,-82.3117710199299
501214640,-82.277073424816
501219680,-82.4435567316972
501224720,-81.8274955112305
501229760,-81.6494388381872
501234800,-81.7924833318669
501239840,-81.3370113932768
501244880,-81.4329548344517
501249920,-82.0897665405477
501254960,-82.4975774812067
501260000,-82.0627525878727
501265040,-82.3945786227379
501270080,-82.4738506031642
501275120,-81.8523440214641
501280160,-81.3622954181699
501285200,-81.2493173173431
501290240,-81.6467713262821
501295280,-81.6664329309624
501300320,-81.5609058944766
501305360,-82.0024378841283
501310400,-81.9534814490747
501315440,-81.9695930606932
501320480,-82.3305804165165
501325520,-81.8256875874261
501330560,-81.6168385811592
501335600,-81.4437785714275
501340640,-81.7077540241904
501345680,-82.323597699081
501350720,-82.5869527516247
501355760,-82.6925876967901
501360800,-82.744624637057
501365840,-82.2114695603039
501370880,-81.4622934547702
501375920,-81.7354016246745
501380960,-81.807375296019
501386000,-81.9306199014909
501391040,-82.3520649413748
501396080,-81.4783381936207
501401120,-81.3853333334106
501406160,-82.1052642766937
501411200,-81.8629691628635
501416240,-82.1185673418323
501421280,-82.0384827043119
501426320,-81.7827539130548
501431360,-81.5416662031587
501436400,-81.3492166704045
501441440,-81.48724213365
501446480,-81.8879874576551
501451520,-82.0838972162126
501456560,-82.0324561679951
501461600,-81.697226941811
501466640,-81.9314134425804
501471680,-82.1750435700252
501476720,-82.1308747275346
501481760,-81.565625900456
501486800,-81.5847854695814
501491840,-81.8184387766261
501496880,-81.9753740064664
501501920,-81.7502848790033
501506960,-81.8074962227728
501512000,-81.9039568159582
501517040,-81.4075753199697
501522080,-81.8526860864548
501527120,-81.909308211411
501532160,-81.8443680446204
501537200,-82.1715955730571
501542240,-81.6072537658611
501547280,-82.1226010789034
501552320,-81.8345003557319
501557360,-81.6343138468212
501562400,-81.4878539034912
501567440,-82.0628325548112
501572480,-82.0622453568396
501577520,-81.9580453551817
501582560,-82.0680763325359
501587600,-82.4299848237391
501592640,-82.270675239777
501597680,-82.0103691597727
501602720,-81.9766840966385
501607760,-82.4407294674023
501612800,-81.8762602720976
501617840,-81.5027466136049
501622880,-81.7266592140279
501627920,-82.0264360443654
501632960,-82.2312236836378
501638000,-82.2173941642939
501643040,-82.0418110528953
501648080,-81.925601944803
501653120,-81.8902133036366
501658160,-82.089011416736
501663200,-81.9827855305054
501668240,-82.1261568737734
501673280,-82.2982268620373
501678320,-82.2169593732092
501683360,-82.0135314505052
501688400,-82.4134659077322
501693440,-82.0221460495115
501698480,-81.4736039793654
501703520,-82.1221920075319
501708560,-81.8775056951517
501713600,-81.7601627713061
501718640,-82.3337050909376
501723680,-82.36467184999
501728720,-81.9934521339255
501733760,-82.0768067127859
501738800,-81.6576466357339
501743840,-82.2678458479301
501748880,-81.4999687459907
501753920,-81.9679975205422
501758960,-81.8919501368677
501764000,-81.8618242540244
501769040,-82.0705279409686
501774080,-82.2973189272161
501779120,-81.8325468493999
501784160,-81.7416884766649
501789200,-81.5856642670702
501794240,-81.673155995628
501799280,-82.0878314365495
501804320,-82.2208201502367
501809360,-82.0534523574473
501814400,-82.5001892129612
501819440,-82.6406625205485
501824480,-82.3292282445727
501829520,-82.4565524025797
501834560,-82.3872970634513
501839600,-81.5570027402984
501844640,-81.6923954799643
501849680,-81.8087199938604
501854720,-81.5391379936248
501859760,-81.558383042087
501864800,-81.8778924472631
501869840,-81.7472561860842
501874880,-81.4888516447627
501879920,-81.8432663769067
501884960,-81.708943196859
501890000,-82.1964206413832
501895040,-81.8032082840546
501900080,-81.9313150531566
501905120,-81.9412107008824
501910160,-81.7671004057817
501915200,-82.3933338269446
501920240,-82.3172650533904
501925280,-81.8997969944196
501930320,-81.6633477628444
501935360,-81.6590817920877
501940400,-81.7859611002591
501945440,-81.7656551077673
501950480,-81.4726194077456
501955520,-82.098613576367
501960560,-82.5727279365827
501965600,-81.8950431741522
501970640,-82.2851346983932
501975680,-82.0787915451653
501980720,-81.4915568498542
501985760,-81.6987199324008
501990800,-82.1303342828377
501995840,-82.4579908578769
502000880,-82.299526545041
502005920,-82.1688789567755
502010960,-82.2042540854949
502016000,-81.9557186984474
502021040,-81.4152580782186
502026080,-81.5259502624421
502031120,-81.7181756406007
502036160,-82.4998880694706
502041200,-82.9816149302178
502046240,-82.5228105120416
502051280,-81.5612652833646
502056320,-81.2974264616576
502061360,-81.9287711605047
502066400,-82.0120571813091
502071440,-82.5265903509958
502076480,-82.1263262556406
502081520,-82.1870244508054
502086560,-81.6401759299129
502091600,-82.1910950549969
502096640,-81.6581563122049
502101680,-81.9688092993552
502106720,-81.6519398877899
502111760,-81.8150901542717
502116800,-82.6417410755635
502121840,-82.4101823299666
502126880,-82.295415204167
502131920,-81.5421008882072
502136960,-81.6232250058647
502142000,-81.5913047683474
502147040,-82.2342190770185
502152080,-82.0878551472427
502157120,-82.0591103313085
502162160,-81.9625258528678
502167200,-81.9766127029685
502172240,-81.7135802048202
502177280,-81.8629710566124
502182320,-81.9862488035133
502187360,-82.6232293556041
502192400,-82.4008364515901
502197440,-82.1723764547518
502202480,-82.0713207533421
502207520,-82.2492507847744
502212560,-81.9926849020189
502217600,-81.7828898553396
502222640,-82.0307041918728
502227680,-81.5885057739376
502232720,-81.8041984034518
502237760,-82.4506381251344
502242800,-82.552042891156
502247840,-82.2345498562468
502252880,-82.0805143668967
502257920,-82.2368561673969
502262960,-82.3625097793477
502268000,-82.0538435881101
502273040,-81.5330411896099
502278080,-81.4087138180408
502283120,-81.8735306982764
502288160,-82.119929415324
502293200,-81.8047563824745
502298240,-81.521808803889
502303280,-81.8047240816798
502308320,-81.9366705699998
502313360,-81.7162311356786
502318400,-82.1719651201607
502323440,-81.9352490502731
502328480,-81.8013141510212
502333520,-81.8423202253051
502338560,-82.1474369326009
502343600,-81.7655418276689
502348640,-81.8905514550972
502353680,-81.5090259842305
502358720,-82.3150518263223
502363760,-82.5830470053427
502368800,-82.3675585334761
502373840,-81.707380352889
502378880,-81.4579256123883
502383920,-82.5866338309904
502388960,-82.848145187292
502394000,-82.3528520274667
502399040,-81.9490458313151
502404080,-82.2042484015728
502409120,-81.6466903027783
502414160,-81.7738429890246
502419200,-82.2307185963765
502424240,-81.9564120889482
502429280,-82.3883326922105
502434320,-82.0278733689452
502439360,-82.3782460112401
502444400,-81.8358146504524
502449440,-81.4785271779161
502454480,-81.7848010372618
502459520,-82.6611030753251
502464560,-82.0152857768249
502469600,-81.5557721614242
502474640,-81.5386844430611
502479680,-81.2215129942726
502484720,-81.8101256489184
502489760,-82.3115951016475
502494800,-82.59261625904
502499840,-82.2729949389496
502504880,-81.6607271073203
502509920,-81.7718192577887
502514960,-81.501698028097
502520000,-81.7802714829619
